temperatura_sala,consumo_iluminacion,temperatura_exterior,humedad_exterior,temperatura_meteorologica,hora,dia_semana,mes,es_fin_de_semana,rango_termico
21.0,10,5.763333333333329,88.6666666666667,5.7,23,0,1,0,2
20.9266666666667,20,5.6233333333333295,89.5,5.6,23,0,1,0,2
20.89,20,5.59,90.3333333333333,5.5,23,0,1,0,2
20.79,20,5.59,91.1666666666667,5.4,23,0,1,0,2
20.79,10,5.59,92.0,5.3,0,1,1,0,2
20.7,20,5.53,92.0,5.26666666666667,0,1,1,0,2
20.6333333333333,20,5.53,92.0,5.23333333333333,0,1,1,0,2
20.6,20,5.53,92.0,5.2,0,1,1,0,2
20.6,10,5.4,92.0,5.16666666666667,0,1,1,0,2
20.5,20,5.2,92.0,5.133333333333329,0,1,1,0,2
20.5,20,4.86666666666667,92.0,5.1,1,1,1,0,2
20.39,20,4.93333333333333,92.0,5.11666666666667,1,1,1,0,2
20.39,10,5.0,92.0,5.133333333333329,1,1,1,0,2
20.29,0,4.86666666666667,92.0,5.15,1,1,1,0,2
20.23,0,4.72666666666667,92.0,5.16666666666667,1,1,1,0,2
20.2,0,4.46666666666667,92.0,5.18333333333333,1,1,1,0,2
20.2,0,4.3333333333333295,92.0,5.2,2,1,1,0,2
20.1,0,4.15666666666667,92.0,5.133333333333329,2,1,1,0,2
20.1,0,4.15666666666667,92.0,5.06666666666667,2,1,1,0,2
20.0,0,4.3333333333333295,92.0,5.0,2,1,1,0,2
20.0,0,4.3333333333333295,92.0,4.93333333333333,2,1,1,0,2
20.0,0,4.19,92.0,4.86666666666667,2,1,1,0,2
19.89,0,4.06333333333333,92.0,4.8,3,1,1,0,2
19.82333333333329,0,3.8633333333333297,92.1666666666667,4.81666666666667,3,1,1,0,2
19.79,0,3.79,92.3333333333333,4.8333333333333295,3,1,1,0,2
19.79,0,3.895,92.5,4.85,3,1,1,0,2
19.76,0,4.19,92.6666666666667,4.86666666666667,3,1,1,0,2
19.7,0,4.263333333333329,92.8333333333333,4.883333333333329,3,1,1,0,2
19.7,0,4.463333333333329,93.0,4.9,4,1,1,0,2
19.6333333333333,0,4.59,92.6666666666667,4.91666666666667,4,1,1,0,2
19.6,0,4.72666666666667,92.3333333333333,4.93333333333333,4,1,1,0,1
19.6,0,4.8,92.0,4.95,4,1,1,0,1
19.56666666666669,0,4.8,91.6666666666667,4.96666666666667,4,1,1,0,1
19.5,0,4.8,91.3333333333333,4.98333333333333,4,1,1,0,1
19.5,0,4.8,91.0,5.0,5,1,1,0,1
19.4266666666667,0,4.8,91.6666666666667,4.98333333333333,5,1,1,0,1
19.39,0,4.763333333333329,92.3333333333333,4.96666666666667,5,1,1,0,1
19.39,0,4.763333333333329,93.0,4.95,5,1,1,0,1
19.39,0,4.8333333333333295,93.6666666666667,4.93333333333333,5,1,1,0,1
19.39,0,4.8333333333333295,94.3333333333333,4.91666666666667,5,1,1,0,1
19.29,0,4.9,95.0,4.9,6,1,1,0,1
19.29,10,4.9975,94.6666666666667,4.93333333333333,6,1,1,0,1
19.29,0,5.09,94.3333333333333,4.96666666666667,6,1,1,0,1
19.29,0,5.0,94.0,5.0,6,1,1,0,1
19.218,10,5.0,93.6666666666667,5.03333333333333,6,1,1,0,1
19.2,0,4.96666666666667,93.3333333333333,5.06666666666667,6,1,1,0,1
19.2,10,4.9,93.0,5.1,7,1,1,0,1
19.2,10,4.93333333333333,92.6666666666667,5.1,7,1,1,0,1
19.2,20,4.93333333333333,92.3333333333333,5.1,7,1,1,0,1
19.175,20,5.0,92.0,5.1,7,1,1,0,1
19.1,20,5.0,91.6666666666667,5.1,7,1,1,0,1
19.1,30,5.0,91.3333333333333,5.1,7,1,1,0,1
19.1,20,5.06,91.0,5.1,8,1,1,0,1
19.06666666666669,30,5.09,91.0,5.05,8,1,1,0,1
19.0222222222222,10,5.09,91.0,5.0,8,1,1,0,1
19.1,0,5.0,91.0,4.95,8,1,1,0,1
19.033333333333296,0,4.7933333333333294,91.0,4.9,8,1,1,0,1
19.0,0,4.46666666666667,91.0,4.85,8,1,1,0,1
19.0,0,4.2975,91.0,4.8,9,1,1,0,1
19.0,0,4.06333333333333,91.0,4.883333333333329,9,1,1,0,1
19.0,0,4.03,91.0,4.96666666666667,9,1,1,0,1
19.0,0,4.09,91.0,5.05,9,1,1,0,1
18.963333333333296,0,4.1233333333333295,91.0,5.133333333333329,9,1,1,0,1
18.963333333333296,0,4.263333333333329,91.0,5.21666666666667,9,1,1,0,1
18.89,0,4.463333333333329,91.0,5.3,10,1,1,0,1
18.89,0,4.73,90.1666666666667,5.48333333333333,10,1,1,0,1
18.9266666666667,0,5.03,89.3333333333333,5.66666666666667,10,1,1,0,1
19.0,10,5.15666666666667,88.5,5.85,10,1,1,0,1
19.033333333333296,0,5.3333333333333295,87.6666666666667,6.03333333333333,10,1,1,0,1
19.033333333333296,0,5.4,86.8333333333333,6.21666666666667,10,1,1,0,1
19.033333333333296,0,5.53,86.0,6.4,11,1,1,0,1
19.1,0,5.79666666666667,85.1666666666667,6.5,11,1,1,0,1
19.1,0,5.8333333333333295,84.3333333333333,6.6,11,1,1,0,1
19.1,0,5.96666666666667,83.5,6.7,11,1,1,0,1
19.1,0,6.245,82.6666666666667,6.8,11,1,1,0,1
19.15,0,6.43333333333333,81.8333333333333,6.9,11,1,1,0,1
19.2,0,6.5,81.0,7.0,12,1,1,0,1
19.2,0,6.59,80.6666666666667,7.0833333333333295,12,1,1,0,1
19.2,0,6.65666666666667,80.3333333333333,7.16666666666667,12,1,1,0,1
19.2,0,6.93333333333333,80.0,7.25,12,1,1,0,1
19.2,0,7.12666666666667,79.6666666666667,7.3333333333333295,12,1,1,0,1
19.2,0,7.43333333333333,79.3333333333333,7.416666666666669,12,1,1,0,1
19.2,0,7.5,79.0,7.5,13,1,1,0,1
19.1,0,7.4,79.3333333333333,7.416666666666669,13,1,1,0,1
19.1,0,7.46666666666667,79.6666666666667,7.3333333333333295,13,1,1,0,1
19.1,0,7.656666666666669,80.0,7.25,13,1,1,0,1
19.1,0,7.53,80.3333333333333,7.16666666666667,13,1,1,0,1
19.1,0,7.6233333333333295,80.6666666666667,7.0833333333333295,13,1,1,0,1
19.1,0,7.69,81.0,7.0,14,1,1,0,1
19.1,0,7.559999999999999,80.1666666666667,6.98333333333333,14,1,1,0,1
19.1,0,7.43333333333333,79.3333333333333,6.96666666666667,14,1,1,0,1
19.1,0,7.295,78.5,6.95,14,1,1,0,1
19.033333333333296,0,6.9,77.6666666666667,6.93333333333333,14,1,1,0,1
19.0,0,6.96666666666667,76.8333333333333,6.91666666666667,14,1,1,0,1
19.0,0,6.96666666666667,76.0,6.9,15,1,1,0,1
19.0,0,6.8333333333333295,77.0,6.8,15,1,1,0,1
18.9266666666667,0,6.36666666666667,78.0,6.7,15,1,1,0,1
19.033333333333296,0,6.43333333333333,79.0,6.6,15,1,1,0,1
19.1,0,6.93333333333333,80.0,6.5,15,1,1,0,1
19.1333333333333,0,7.0,81.0,6.4,15,1,1,0,1
19.2,0,6.93333333333333,82.0,6.3,16,1,1,0,1
19.1363636363636,0,6.72666666666667,80.8333333333333,6.3333333333333295,16,1,1,0,1
19.13,0,6.52666666666667,79.6666666666667,6.36666666666667,16,1,1,0,1
19.1,0,6.3333333333333295,78.5,6.4,16,1,1,0,1
19.0375,0,6.1233333333333295,77.3333333333333,6.43333333333333,16,1,1,0,1
19.00769230769229,0,6.19,76.1666666666667,6.46666666666667,16,1,1,0,1
19.0,0,6.15666666666667,75.0,6.5,17,1,1,0,1
19.0,10,6.09,76.6666666666667,6.31666666666667,17,1,1,0,1
18.99,20,6.09,78.3333333333333,6.133333333333329,17,1,1,0,1
18.9022222222222,20,6.06,80.0,5.95,17,1,1,0,1
18.89,40,5.93333333333333,81.6666666666667,5.76666666666667,17,1,1,0,1
18.89,30,5.52666666666667,83.3333333333333,5.5833333333333295,17,1,1,0,1
18.8566666666667,40,5.26,85.0,5.4,18,1,1,0,1
18.8566666666667,30,5.06,86.0,5.3,18,1,1,0,1
18.9266666666667,20,4.93333333333333,87.0,5.2,18,1,1,0,1
19.0,10,4.93333333333333,88.0,5.1,18,1,1,0,1
19.2,0,5.0,89.0,5.0,18,1,1,0,1
19.245,0,4.9,90.0,4.9,18,1,1,0,1
19.29,0,4.9,91.0,4.8,19,1,1,0,1
19.37,0,4.86666666666667,91.3333333333333,4.75,19,1,1,0,1
19.39,0,4.86666666666667,91.6666666666667,4.7,19,1,1,0,1
19.39,0,4.93333333333333,92.0,4.65,19,1,1,0,1
19.39,0,4.93333333333333,92.3333333333333,4.6,19,1,1,0,1
19.39,0,4.62666666666667,92.6666666666667,4.55,19,1,1,0,1
19.39,0,4.4,93.0,4.5,20,1,1,0,1
19.3566666666667,0,4.36666666666667,92.6666666666667,4.53333333333333,20,1,1,0,1
19.29,0,4.53,92.3333333333333,4.56666666666667,20,1,1,0,1
19.29,0,4.59,92.0,4.6,20,1,1,0,1
19.26,0,4.56,91.6666666666667,4.633333333333329,20,1,1,0,1
19.2,0,4.36666666666667,91.3333333333333,4.66666666666667,20,1,1,0,1
19.2,0,4.263333333333329,91.0,4.7,21,1,1,0,1
19.2,0,4.263333333333329,90.5,4.8,21,1,1,0,1
19.1,0,4.4,90.0,4.9,21,1,1,0,1
19.1,0,4.46666666666667,89.5,5.0,21,1,1,0,1
19.0444444444444,20,4.6233333333333295,89.0,5.1,21,1,1,0,1
19.0,10,4.69,88.5,5.2,21,1,1,0,1
19.0,0,4.8333333333333295,88.0,5.3,22,1,1,0,1
19.0,10,4.96666666666667,87.3333333333333,5.3333333333333295,22,1,1,0,1
19.0,0,5.09,86.6666666666667,5.36666666666667,22,1,1,0,1
18.910625,0,5.09,86.0,5.4,22,1,1,0,1
18.89,0,5.19,85.3333333333333,5.43333333333333,22,1,1,0,1
18.89,0,5.2725,84.6666666666667,5.46666666666667,22,1,1,0,1
18.89,0,5.36666666666667,84.0,5.5,23,1,1,0,1
18.8081818181818,0,5.5,83.3333333333333,5.5833333333333295,23,1,1,0,1
18.79,0,5.56,82.6666666666667,5.66666666666667,23,1,1,0,1
18.79,0,5.69,82.0,5.75,23,1,1,0,1
18.79,0,5.69,81.3333333333333,5.8333333333333295,23,1,1,0,1
18.775,0,5.8,80.6666666666667,5.91666666666667,23,1,1,0,1
18.7,0,5.86666666666667,80.0,6.0,0,2,1,0,1
18.7,0,6.0,81.3333333333333,5.883333333333329,0,2,1,0,1
18.7,0,6.0,82.6666666666667,5.76666666666667,0,2,1,0,1
18.69090909090909,0,5.73,84.0,5.65,0,2,1,0,1
18.6777777777778,0,5.53,85.3333333333333,5.53333333333333,0,2,1,0,1
18.6428571428571,0,5.5,86.6666666666667,5.41666666666667,0,2,1,0,1
18.6,0,5.56,88.0,5.3,1,2,1,0,1
18.6,0,5.5,88.5,5.3,1,2,1,0,1
18.6,0,5.43333333333333,89.0,5.3,1,2,1,0,1
18.588888888888896,0,5.4,89.5,5.3,1,2,1,0,1
18.5,0,5.4,90.0,5.3,1,2,1,0,1
18.5,0,5.4,90.5,5.3,1,2,1,0,1
18.5,0,5.4,91.0,5.3,2,2,1,0,1
18.5,0,5.46666666666667,90.6666666666667,5.3333333333333295,2,2,1,0,1
18.5,0,5.5,90.3333333333333,5.36666666666667,2,2,1,0,1
18.5,0,5.56,90.0,5.4,2,2,1,0,1
18.5,0,5.59,89.6666666666667,5.43333333333333,2,2,1,0,1
18.4830769230769,0,5.65666666666667,89.3333333333333,5.46666666666667,2,2,1,0,1
18.4938888888889,0,5.69,89.0,5.5,3,2,1,0,1
18.4205555555556,0,5.69,89.0,5.48333333333333,3,2,1,0,1
18.3961111111111,0,5.69,89.0,5.46666666666667,3,2,1,0,1
18.39,0,5.69,89.0,5.45,3,2,1,0,1
18.39,0,5.72666666666667,89.0,5.43333333333333,3,2,1,0,1
18.3718181818182,0,5.8,89.0,5.41666666666667,3,2,1,0,1
18.30764705882349,0,5.8333333333333295,89.0,5.4,4,2,1,0,1
18.3429411764706,0,5.8333333333333295,89.1666666666667,5.36666666666667,4,2,1,0,1
18.34,0,5.8,89.3333333333333,5.3333333333333295,4,2,1,0,1
18.29,0,5.763333333333329,89.5,5.3,4,2,1,0,1
18.29,0,5.6233333333333295,89.6666666666667,5.26666666666667,4,2,1,0,1
18.29,0,5.6233333333333295,89.8333333333333,5.23333333333333,4,2,1,0,1
18.273125,0,5.69,90.0,5.2,5,2,1,0,1
18.29,0,5.56,90.0,5.16666666666667,5,2,1,0,1
18.245,0,5.43333333333333,90.0,5.133333333333329,5,2,1,0,1
18.2,0,5.22666666666667,90.0,5.1,5,2,1,0,1
18.2,0,5.36666666666667,90.0,5.06666666666667,5,2,1,0,1
18.2,0,5.5,90.0,5.03333333333333,5,2,1,0,1
18.2,0,5.56,90.0,5.0,6,2,1,0,1
18.2,0,5.59,89.8333333333333,5.01666666666667,6,2,1,0,1
18.2,10,5.59,89.6666666666667,5.03333333333333,6,2,1,0,1
18.2,10,5.59,89.5,5.05,6,2,1,0,1
18.1727272727273,10,5.53,89.3333333333333,5.06666666666667,6,2,1,0,1
18.1818181818182,0,5.53,89.1666666666667,5.0833333333333295,6,2,1,0,1
18.15,10,5.59,89.0,5.1,7,2,1,0,1
18.1,10,5.59,89.1666666666667,5.0833333333333295,7,2,1,0,1
18.1,0,5.59,89.3333333333333,5.06666666666667,7,2,1,0,1
18.05,0,5.59,89.5,5.05,7,2,1,0,1
18.1,0,5.59,89.6666666666667,5.03333333333333,7,2,1,0,1
18.1,0,5.59,89.8333333333333,5.01666666666667,7,2,1,0,1
18.0,0,5.59,90.0,5.0,8,2,1,0,1
18.0,0,5.59,89.6666666666667,5.0,8,2,1,0,1
18.0,20,5.56,89.3333333333333,5.0,8,2,1,0,1
18.0,30,5.5,89.0,5.0,8,2,1,0,1
18.0,20,5.46666666666667,88.6666666666667,5.0,8,2,1,0,1
18.0,30,5.4,88.3333333333333,5.0,8,2,1,0,1
18.06666666666669,20,5.5,88.0,5.0,9,2,1,0,1
18.1333333333333,30,5.5,88.0,5.0,9,2,1,0,1
18.26,30,5.59,88.0,5.0,9,2,1,0,1
18.32333333333329,30,5.59,88.0,5.0,9,2,1,0,1
18.463333333333296,20,5.59,88.0,5.0,9,2,1,0,1
18.533333333333296,30,5.59,88.0,5.0,9,2,1,0,1
18.6,20,5.45,88.0,5.0,10,2,1,0,1
18.6,20,5.53,86.8333333333333,5.0833333333333295,10,2,1,0,1
18.6666666666667,20,5.65666666666667,85.6666666666667,5.16666666666667,10,2,1,0,1
18.7,20,5.72666666666667,84.5,5.25,10,2,1,0,1
18.76,0,5.86666666666667,83.3333333333333,5.3333333333333295,10,2,1,0,1
18.79,10,5.9,82.1666666666667,5.41666666666667,10,2,1,0,1
18.79,10,5.9,81.0,5.5,11,2,1,0,1
18.7,10,5.93333333333333,80.1666666666667,5.5833333333333295,11,2,1,0,1
18.7,10,6.06,79.3333333333333,5.66666666666667,11,2,1,0,1
18.7,10,6.22666666666667,78.5,5.75,11,2,1,0,1
18.7,10,6.3,77.6666666666667,5.8333333333333295,11,2,1,0,1
18.6333333333333,0,6.53,76.8333333333333,5.91666666666667,11,2,1,0,1
18.6,0,6.65666666666667,76.0,6.0,12,2,1,0,1
18.6,0,6.72666666666667,76.3333333333333,5.91666666666667,12,2,1,0,1
18.5,0,6.86666666666667,76.6666666666667,5.8333333333333295,12,2,1,0,1
18.5,0,6.8,77.0,5.75,12,2,1,0,1
18.5,0,6.86666666666667,77.3333333333333,5.66666666666667,12,2,1,0,1
18.5,0,7.045,77.6666666666667,5.5833333333333295,12,2,1,0,1
18.5,0,6.93333333333333,78.0,5.5,13,2,1,0,1
18.5,0,6.93333333333333,76.8333333333333,5.73333333333333,13,2,1,0,1
18.463333333333296,0,7.0,75.6666666666667,5.96666666666667,13,2,1,0,1
18.39,0,7.12666666666667,74.5,6.2,13,2,1,0,1
18.39,0,7.19,73.3333333333333,6.43333333333333,13,2,1,0,1
18.39,0,6.99666666666667,72.1666666666667,6.66666666666667,13,2,1,0,1
18.39,0,6.46666666666667,71.0,6.9,14,2,1,0,1
18.39,0,6.3333333333333295,70.6666666666667,6.8,14,2,1,0,1
18.39,0,6.6,70.3333333333333,6.7,14,2,1,0,1
18.39,0,6.93333333333333,70.0,6.6,14,2,1,0,1
18.39,0,7.2933333333333294,69.6666666666667,6.5,14,2,1,0,1
18.4266666666667,0,7.7,69.3333333333333,6.4,14,2,1,0,1
18.5,0,7.9,69.0,6.3,15,2,1,0,1
18.5,0,7.8333333333333295,68.0,6.31666666666667,15,2,1,0,1
18.5,0,7.866666666666669,67.0,6.3333333333333295,15,2,1,0,1
18.6333333333333,0,7.72666666666667,66.0,6.35,15,2,1,0,1
18.7,0,7.69,65.0,6.36666666666667,15,2,1,0,1
18.73,0,7.626666666666669,64.0,6.383333333333329,15,2,1,0,1
18.79,0,7.43333333333333,63.0,6.4,16,2,1,0,1
18.79,0,7.15666666666667,64.3333333333333,6.16666666666667,16,2,1,0,1
18.79,0,7.03,65.6666666666667,5.93333333333333,16,2,1,0,1
18.79,0,6.7,67.0,5.7,16,2,1,0,1
18.79,0,6.36666666666667,68.3333333333333,5.46666666666667,16,2,1,0,1
18.7,0,5.93333333333333,69.6666666666667,5.23333333333333,16,2,1,0,1
18.7,0,5.66,71.0,5.0,17,2,1,0,1
18.7,10,5.33,72.0,4.78333333333333,17,2,1,0,1
18.7,0,5.06333333333333,73.0,4.56666666666667,17,2,1,0,1
18.7,0,4.62666666666667,74.0,4.35,17,2,1,0,1
18.7,10,4.36666666666667,75.0,4.133333333333329,17,2,1,0,1
18.7,0,3.966666666666669,76.0,3.9166666666666714,17,2,1,0,1
18.7,10,3.82666666666667,77.0,3.7,18,2,1,0,1
18.7,0,3.7233333333333296,79.0,3.53333333333333,18,2,1,0,1
18.7,10,3.42,81.0,3.36666666666667,18,2,1,0,2
18.7,10,3.1566666666666694,83.0,3.2,18,2,1,0,2
18.7,10,2.86333333333333,85.0,3.03333333333333,18,2,1,0,2
18.7,10,2.6566666666666694,87.0,2.86666666666667,18,2,1,0,2
18.79,0,2.466666666666669,89.0,2.7,19,2,1,0,2
18.79,10,2.4,88.8333333333333,2.78333333333333,19,2,1,0,2
18.82333333333329,20,2.22333333333333,88.6666666666667,2.86666666666667,19,2,1,0,2
18.82333333333329,20,2.03,88.5,2.95,19,2,1,0,2
18.89,20,1.8633333333333293,88.3333333333333,3.03333333333333,19,2,1,0,2
18.89,30,1.79,88.1666666666667,3.11666666666667,19,2,1,0,2
19.0,20,1.7,88.0,3.2,20,2,1,0,2
19.0,20,1.7,88.1666666666667,3.16666666666667,20,2,1,0,2
19.0,20,1.63333333333333,88.3333333333333,3.13333333333333,20,2,1,0,2
19.0,20,1.63333333333333,88.5,3.1,20,2,1,0,2
19.1,20,1.6,88.6666666666667,3.06666666666667,20,2,1,0,2
19.1,20,1.6,88.8333333333333,3.03333333333333,20,2,1,0,2
19.1666666666667,20,1.445,89.0,3.0,21,2,1,0,2
19.1333333333333,10,1.5,88.8333333333333,2.95,21,2,1,0,2
19.1333333333333,0,1.42666666666667,88.6666666666667,2.9,21,2,1,0,2
19.1,0,1.29,88.5,2.85,21,2,1,0,2
19.1,0,1.23,88.3333333333333,2.8,21,2,1,0,2
19.1,0,1.16666666666667,88.1666666666667,2.75,21,2,1,0,2
19.1,0,1.1,88.0,2.7,22,2,1,0,2
19.06666666666669,0,1.13333333333333,87.6666666666667,2.78333333333333,22,2,1,0,2
19.0,10,1.26,87.3333333333333,2.86666666666667,22,2,1,0,2
19.0,0,1.42666666666667,87.0,2.95,22,2,1,0,2
19.0,0,1.56666666666667,86.6666666666667,3.03333333333333,22,2,1,0,2
18.963333333333296,0,1.73,86.3333333333333,3.11666666666667,22,2,1,0,2
18.89,0,1.79,86.0,3.2,23,2,1,0,2
18.89,0,1.93333333333333,86.5,3.13333333333333,23,2,1,0,2
18.82333333333329,0,1.93333333333333,87.0,3.06666666666667,23,2,1,0,2
18.79,0,1.9,87.5,3.0,23,2,1,0,2
18.79,0,1.9,88.0,2.93333333333333,23,2,1,0,2
18.7,0,1.826666666666669,88.5,2.86666666666667,23,2,1,0,2
18.7,0,1.66666666666667,89.0,2.8,0,3,1,0,2
18.6333333333333,0,1.6,89.1666666666667,2.81666666666667,0,3,1,0,2
18.6,0,1.46333333333333,89.3333333333333,2.833333333333329,0,3,1,0,2
18.6,0,1.39,89.5,2.85,0,3,1,0,2
18.6,0,1.53333333333333,89.6666666666667,2.86666666666667,0,3,1,0,2
18.533333333333296,0,1.6,89.8333333333333,2.88333333333333,0,3,1,0,2
18.5,0,1.73,90.0,2.9,1,3,1,0,2
18.5,0,1.79,90.5,2.88333333333333,1,3,1,0,2
18.463333333333296,0,1.9,91.0,2.86666666666667,1,3,1,0,2
18.39,0,2.026666666666669,91.5,2.85,1,3,1,0,2
18.39,0,2.09,92.0,2.833333333333329,1,3,1,0,2
18.39,0,2.09,92.5,2.81666666666667,1,3,1,0,2
18.29,0,2.2,93.0,2.8,2,3,1,0,2
18.29,0,2.26,92.3333333333333,2.86666666666667,2,3,1,0,2
18.29,0,2.495,91.6666666666667,2.93333333333333,2,3,1,0,2
18.29,0,2.73,91.0,3.0,2,3,1,0,2
18.2,0,2.79,90.3333333333333,3.06666666666667,2,3,1,0,2
18.2,0,2.86333333333333,89.6666666666667,3.13333333333333,2,3,1,0,2
18.2,0,2.79,89.0,3.2,3,3,1,0,2
18.2,0,2.93333333333333,89.0,3.2333333333333294,3,3,1,0,2
18.1333333333333,0,3.0,89.0,3.2666666666666706,3,3,1,0,2
18.1,0,3.09,89.0,3.3,3,3,1,0,2
18.1,0,3.09,89.0,3.333333333333329,3,3,1,0,2
18.1,0,3.06,89.0,3.36666666666667,3,3,1,0,2
18.033333333333296,0,3.06,89.0,3.4,4,3,1,0,1
18.1,0,3.0,89.1666666666667,3.38333333333333,4,3,1,0,2
18.1,0,3.0,89.3333333333333,3.36666666666667,4,3,1,0,2
18.0,0,3.03,89.5,3.35,4,3,1,0,1
18.0,0,3.09,89.6666666666667,3.333333333333329,4,3,1,0,1
18.0,0,3.09,89.8333333333333,3.31666666666667,4,3,1,0,1
18.0,0,3.09,90.0,3.3,5,3,1,0,1
17.9633333333333,0,3.09,90.0,3.31666666666667,5,3,1,0,1
17.89,0,3.09,90.0,3.333333333333329,5,3,1,0,1
17.89,0,3.09,90.0,3.35,5,3,1,0,1
17.89,0,3.12666666666667,90.0,3.36666666666667,5,3,1,0,1
17.89,0,3.26,90.0,3.38333333333333,5,3,1,0,1
17.89,0,3.5,90.0,3.4,6,3,1,0,1
17.79,0,3.56,89.8333333333333,3.5,6,3,1,0,1
17.84,0,3.73,89.6666666666667,3.6,6,3,1,0,1
17.79,0,3.79,89.5,3.7,6,3,1,0,1
17.79,0,3.9,89.3333333333333,3.8,6,3,1,0,1
17.79,10,3.9,89.1666666666667,3.9,6,3,1,0,1
17.79,10,3.8633333333333297,89.0,4.0,7,3,1,0,1
17.79,20,3.79,89.5,3.95,7,3,1,0,1
17.79,10,3.79,90.0,3.9,7,3,1,0,1
17.79,10,3.79,90.5,3.85,7,3,1,0,1
17.79,0,3.79,91.0,3.8,7,3,1,0,1
17.79,0,3.79,91.5,3.75,7,3,1,0,1
17.76,0,3.79,92.0,3.7,8,3,1,0,1
17.7,10,3.79,93.0,3.3,8,3,1,0,1
17.7,0,3.8633333333333297,94.0,2.9,8,3,1,0,1
17.7,10,3.79,95.0,2.5,8,3,1,0,1
17.7,0,3.73,96.0,2.1,8,3,1,0,1
17.7,10,3.1,97.0,1.7,8,3,1,0,1
17.79,0,2.76666666666667,98.0,1.3,9,3,1,0,2
17.79,20,2.5,97.5,1.4,9,3,1,0,2
17.9266666666667,10,2.43333333333333,97.0,1.5,9,3,1,0,2
18.025,20,2.36333333333333,96.5,1.6,9,3,1,0,2
18.1,20,2.29,96.0,1.7,9,3,1,0,2
18.23,30,2.29,95.5,1.8,9,3,1,0,2
18.29,20,2.29,95.0,1.9,10,3,1,0,2
18.39,20,2.29,94.6666666666667,1.9666666666666697,10,3,1,0,2
18.39,10,2.29,94.3333333333333,2.03333333333333,10,3,1,0,2
18.5,10,2.4,94.0,2.1,10,3,1,0,2
18.56666666666669,10,2.43333333333333,93.6666666666667,2.16666666666667,10,3,1,0,2
18.6333333333333,10,2.5,93.3333333333333,2.2333333333333294,10,3,1,0,2
18.7,10,2.62666666666667,93.0,2.3,11,3,1,0,2
18.82333333333329,20,2.7,92.8333333333333,2.4,11,3,1,0,2
18.89,10,2.82666666666667,92.6666666666667,2.5,11,3,1,0,2
19.033333333333296,10,2.966666666666669,92.5,2.6,11,3,1,0,2
19.1666666666667,10,3.066666666666669,92.3333333333333,2.7,11,3,1,0,2
19.32333333333329,10,3.26,92.1666666666667,2.8,11,3,1,0,2
19.463333333333296,10,3.43333333333333,92.0,2.9,12,3,1,0,2
19.6333333333333,0,3.5,91.3333333333333,3.11666666666667,12,3,1,0,2
